case_id,event,timestamp,resource
100,sspPerformCC,2023-04-01 12:47:03.480,john@smith.com
100,sspApproved,2023-06-24 13:58:01.520,michael@smith.com
100,sspRequestSecBrief,2023-06-24 13:59:00.990,maria@hernandez.com
100,mgrCompleteSecBrief,2023-06-27 17:42:05.900,maria@hernandez.com
101,mgrRequestScreening,2023-03-23 12:29:20.190,james@smith.com
101,appEmailInvitation,2023-03-23 12:29:45.370,robert@smith.com
101,appApplicationSubmit,2023-03-24 01:34:39.700,robert@smith.com
101,sspApplAmended,2023-03-25 17:51:53.880,james@smith.com
101,appApplicationSubmit,2023-03-25 22:30:23.820,robert@smith.com
101,sspApplicationReview,2023-03-28 11:27:34.780,james@smith.com
101,mgrApplicantIDCheck,2023-03-28 11:28:15.160,maria@hernandez.com
101,mgrVerifiedApplID,2023-03-29 14:12:08.510,maria@martinez.com
101,sspCRCSubmit,2023-03-29 14:30:15.870,james@johnson.com
101,sspReceiveCRC,2023-03-30 16:45:24.270,james@johnson.com
101,sspPerformCC,2023-03-31 12:35:12.930,john@smith.com
101,sspApproved,2023-03-31 13:32:11.600,james@smith.com
101,sspRequestSecBrief,2023-03-31 13:33:03.060,maria@hernandez.com
101,mgrCompleteSecBrief,2023-04-04 13:42:05.840,maria@hernandez.com
102,mgrRequestScreening,2023-03-23 12:34:30.070,michael@smith.com
102,appEmailInvitation,2023-03-23 12:34:54.690,robert@smith.com
102,appApplicationSubmit,2023-03-23 15:58:05.200,robert@smith.com
102,sspApplAmended,2023-03-25 19:30:25.450,mary@smith.com
102,appApplicationSubmit,2023-03-25 23:27:18.060,robert@smith.com
102,sspApplAmended,2023-03-28 15:03:41.150,mary@smith.com
102,appApplicationSubmit,2023-03-28 23:38:25.860,robert@smith.com
102,sspApplicationReview,2023-03-29 14:37:43.340,mary@smith.com
102,mgrApplicantIDCheck,2023-03-29 14:38:26.400,maria@martinez.com
102,mgrVerifiedApplID,2023-03-31 15:27:08.730,maria@hernandez.com
102,sspCRCSubmit,2023-04-04 12:01:32.220,james@johnson.com
102,sspReceiveCRC,2023-04-05 10:39:48.210,james@johnson.com
102,sspPerformCC,2023-04-05 10:46:35.250,john@smith.com
102,sspApproved,2023-04-05 10:49:08.790,michael@smith.com
102,sspRequestSecBrief,2023-04-05 10:50:00.150,maria@martinez.com
102,mgrCompleteSecBrief,2023-04-07 19:12:04.780,maria@martinez.com
103,mgrRequestScreening,2023-03-23 13:16:33.740,james@smith.com
103,appEmailInvitation,2023-03-23 13:16:58.580,robert@smith.com
103,appApplicationSubmit,2023-03-23 14:23:46.280,maria@rodriguez.com
103,sspApplicationReview,2023-03-25 19:20:42.320,mary@smith.com
103,mgrApplicantIDCheck,2023-03-25 19:21:22.730,maria@martinez.com
103,mgrVerifiedApplID,2023-03-28 13:27:08.360,maria@hernandez.com
103,sspCRCSubmit,2023-03-28 14:11:57.720,james@johnson.com
103,sspReceiveCRC,2023-03-28 15:56:35.180,james@johnson.com
103,sspPerformCC,2023-03-28 15:58:48.220,john@smith.com
103,sspApproved,2023-03-28 16:00:50.200,michael@smith.com
103,sspRequestSecBrief,2023-03-28 16:01:41.300,maria@martinez.com
103,mgrCompleteSecBrief,2023-03-30 13:17:05.840,maria@hernandez.com
104,mgrRequestScreening,2023-03-25 11:44:35.600,michael@smith.com
104,appEmailInvitation,2023-03-25 11:44:59.680,maria@rodriguez.com
104,appApplicationSubmit,2023-03-25 15:41:57.270,maria@rodriguez.com
104,sspApplAmended,2023-03-25 19:27:01.170,mary@smith.com
104,appApplicationSubmit,2023-03-25 19:38:38.860,maria@rodriguez.com
104,sspApplicationReview,2023-03-28 14:41:33.950,mary@smith.com
104,mgrApplicantIDCheck,2023-03-28 14:42:15.930,maria@martinez.com
104,mgrVerifiedApplID,2023-03-28 19:17:07.740,maria@hernandez.com
104,sspCRCSubmit,2023-03-29 14:24:16.110,james@johnson.com
104,sspReceiveCRC,2023-03-29 16:25:10.780,james@johnson.com
104,sspPerformCC,2023-03-30 13:45:00.360,john@smith.com
104,sspApproved,2023-03-30 14:42:36.030,james@smith.com
104,sspRequestSecBrief,2023-03-30 14:43:27.160,maria@hernandez.com
104,mgrCompleteSecBrief,2023-05-05 12:57:05.260,maria@martinez.com
105,mgrRequestScreening,2023-03-25 12:31:45.300,james@smith.com
105,appEmailInvitation,2023-03-25 12:32:08.940,maria@rodriguez.com
105,appApplicationSubmit,2023-03-25 23:50:08.170,david@smith.com
105,sspApplAmended,2023-03-28 15:12:47.720,mary@smith.com
105,appApplicationSubmit,2023-03-28 18:17:29.170,david@smith.com
105,sspApplAmended,2023-03-29 14:29:46.490,mary@smith.com
105,appApplicationSubmit,2023-03-29 15:07:20.540,david@smith.com
105,sspApplicationReview,2023-03-29 18:15:26.030,mary@smith.com
105,mgrApplicantIDCheck,2023-03-29 18:16:13.060,maria@hernandez.com
105,mgrApplicantIDCheck,2023-04-04 16:11:53.940,maria@hernandez.com
105,mgrVerifiedApplID,2023-04-04 16:47:10.040,maria@hernandez.com
105,sspCRCSubmit,2023-04-05 12:12:40.430,james@johnson.com
105,sspReceiveCRC,2023-04-05 17:42:03.770,james@johnson.com
105,sspPerformCC,2023-04-05 17:44:33.880,john@smith.com
105,sspApproved,2023-04-05 17:46:46.900,james@smith.com
105,sspRequestSecBrief,2023-04-05 17:47:44.850,maria@hernandez.com
105,mgrCompleteSecBrief,2023-04-06 17:07:06.080,maria@martinez.com
106,mgrRequestScreening,2023-03-25 12:36:18.810,michael@smith.com
106,appEmailInvitation,2023-03-25 12:36:43.170,david@smith.com
106,appApplicationSubmit,2023-03-25 18:57:07.070,robert@smith.com
106,sspApplicationReview,2023-04-19 18:44:05.960,michael@smith.com
